TL,Territory Level and Typology,REG_ID,Region,VAR,Variable,VINTAGE,Vintage,DWELLINGS,Dwellings,MEASURE,Measure,FREQ,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q3,Q3-2012,IDX,Index,0,Units,2015_100,2015=100,87.562,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q4,Q4-2012,IDX,Index,0,Units,2015_100,2015=100,88.247,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q1,Q1-2013,IDX,Index,0,Units,2015_100,2015=100,88.69,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q2,Q2-2013,IDX,Index,0,Units,2015_100,2015=100,90.05,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q3,Q3-2013,IDX,Index,0,Units,2015_100,2015=100,91.362,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q4,Q4-2013,IDX,Index,0,Units,2015_100,2015=100,92.096,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q1,Q1-2014,IDX,Index,0,Units,2015_100,2015=100,92.871,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q2,Q2-2014,IDX,Index,0,Units,2015_100,2015=100,94.665,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q3,Q3-2014,IDX,Index,0,Units,2015_100,2015=100,96.039,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q4,Q4-2014,IDX,Index,0,Units,2015_100,2015=100,96.82,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q1,Q1-2015,IDX,Index,0,Units,2015_100,2015=100,97.886,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q2,Q2-2015,IDX,Index,0,Units,2015_100,2015=100,99.482,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q3,Q3-2015,IDX,Index,0,Units,2015_100,2015=100,100.906,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q4,Q4-2015,IDX,Index,0,Units,2015_100,2015=100,101.726,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q1,Q1-2016,IDX,Index,0,Units,2015_100,2015=100,102.661,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q2,Q2-2016,IDX,Index,0,Units,2015_100,2015=100,104.595,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q3,Q3-2016,IDX,Index,0,Units,2015_100,2015=100,106.45,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q4,Q4-2016,IDX,Index,0,Units,2015_100,2015=100,107.293,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q1,Q1-2017,IDX,Index,0,Units,2015_100,2015=100,108.088,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q2,Q2-2017,IDX,Index,0,Units,2015_100,2015=100,110.511,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q3,Q3-2017,IDX,Index,0,Units,2015_100,2015=100,112.224,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q4,Q4-2017,IDX,Index,0,Units,2015_100,2015=100,113.165,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015_100,2015=100,114.768,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015_100,2015=100,116.879,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015_100,2015=100,118.292,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015_100,2015=100,118.709,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015_100,2015=100,120.027,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015_100,2015=100,122.025,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015_100,2015=100,123.573,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015_100,2015=100,124.667,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q1,Q1-2020,IDX,Index,0,Units,2015_100,2015=100,126.098,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q2,Q2-2020,IDX,Index,0,Units,2015_100,2015=100,127.351,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q3,Q3-2020,IDX,Index,0,Units,2015_100,2015=100,129.593,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q4,Q4-2020,IDX,Index,0,Units,2015_100,2015=100,132.44,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q1,Q1-2021,IDX,Index,0,Units,2015_100,2015=100,135.557,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q2,Q2-2021,IDX,Index,0,Units,2015_100,2015=100,143.033,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q3,Q3-2021,IDX,Index,0,Units,2015_100,2015=100,151.015,,
1,Country,USA,United States,RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q4,Q4-2021,IDX,Index,0,Units,2015_100,2015=100,156.095,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q1,Q1-2010,IDX,Index,0,Units,2015_100,2015=100,101.43,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q2,Q2-2010,IDX,Index,0,Units,2015_100,2015=100,99.937,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q3,Q3-2010,IDX,Index,0,Units,2015_100,2015=100,101.275,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q4,Q4-2010,IDX,Index,0,Units,2015_100,2015=100,100.441,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q1,Q1-2011,IDX,Index,0,Units,2015_100,2015=100,97.81,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q2,Q2-2011,IDX,Index,0,Units,2015_100,2015=100,96.479,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q3,Q3-2011,IDX,Index,0,Units,2015_100,2015=100,97.263,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q4,Q4-2011,IDX,Index,0,Units,2015_100,2015=100,97.992,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q1,Q1-2012,IDX,Index,0,Units,2015_100,2015=100,96.973,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q2,Q2-2012,IDX,Index,0,Units,2015_100,2015=100,96.314,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q3,Q3-2012,IDX,Index,0,Units,2015_100,2015=100,97.001,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q4,Q4-2012,IDX,Index,0,Units,2015_100,2015=100,97.155,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q1,Q1-2013,IDX,Index,0,Units,2015_100,2015=100,96.188,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q2,Q2-2013,IDX,Index,0,Units,2015_100,2015=100,96.419,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q3,Q3-2013,IDX,Index,0,Units,2015_100,2015=100,96.237,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2013-Q4,Q4-2013,IDX,Index,0,Units,2015_100,2015=100,95.813,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q1,Q1-2014,IDX,Index,0,Units,2015_100,2015=100,96.479,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q2,Q2-2014,IDX,Index,0,Units,2015_100,2015=100,96.769,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q3,Q3-2014,IDX,Index,0,Units,2015_100,2015=100,97.821,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2014-Q4,Q4-2014,IDX,Index,0,Units,2015_100,2015=100,98.255,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q1,Q1-2015,IDX,Index,0,Units,2015_100,2015=100,99.285,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q2,Q2-2015,IDX,Index,0,Units,2015_100,2015=100,99.636,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q3,Q3-2015,IDX,Index,0,Units,2015_100,2015=100,100.186,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2015-Q4,Q4-2015,IDX,Index,0,Units,2015_100,2015=100,100.893,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q1,Q1-2016,IDX,Index,0,Units,2015_100,2015=100,101.097,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q2,Q2-2016,IDX,Index,0,Units,2015_100,2015=100,102.533,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q3,Q3-2016,IDX,Index,0,Units,2015_100,2015=100,104.17,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2016-Q4,Q4-2016,IDX,Index,0,Units,2015_100,2015=100,103.917,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q1,Q1-2017,IDX,Index,0,Units,2015_100,2015=100,104.481,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q2,Q2-2017,IDX,Index,0,Units,2015_100,2015=100,105.708,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q3,Q3-2017,IDX,Index,0,Units,2015_100,2015=100,106.724,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2017-Q4,Q4-2017,IDX,Index,0,Units,2015_100,2015=100,107.435,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015_100,2015=100,108.665,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015_100,2015=100,110.249,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015_100,2015=100,111.307,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015_100,2015=100,111.538,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015_100,2015=100,113.669,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015_100,2015=100,115.182,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015_100,2015=100,116.815,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015_100,2015=100,118.262,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q1,Q1-2020,IDX,Index,0,Units,2015_100,2015=100,119.566,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q2,Q2-2020,IDX,Index,0,Units,2015_100,2015=100,121.254,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q3,Q3-2020,IDX,Index,0,Units,2015_100,2015=100,123.704,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2020-Q4,Q4-2020,IDX,Index,0,Units,2015_100,2015=100,126.209,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q1,Q1-2021,IDX,Index,0,Units,2015_100,2015=100,128.725,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q2,Q2-2021,IDX,Index,0,Units,2015_100,2015=100,134.842,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q3,Q3-2021,IDX,Index,0,Units,2015_100,2015=100,142.327,,
2,Large regions,US01,Alabama (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2021-Q4,Q4-2021,IDX,Index,0,Units,2015_100,2015=100,147.786,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q1,Q1-2010,IDX,Index,0,Units,2015_100,2015=100,89.961,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q2,Q2-2010,IDX,Index,0,Units,2015_100,2015=100,90.753,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q3,Q3-2010,IDX,Index,0,Units,2015_100,2015=100,91.293,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2010-Q4,Q4-2010,IDX,Index,0,Units,2015_100,2015=100,91.516,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q1,Q1-2011,IDX,Index,0,Units,2015_100,2015=100,91.477,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q2,Q2-2011,IDX,Index,0,Units,2015_100,2015=100,91.264,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q3,Q3-2011,IDX,Index,0,Units,2015_100,2015=100,91.554,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2011-Q4,Q4-2011,IDX,Index,0,Units,2015_100,2015=100,92.195,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q1,Q1-2012,IDX,Index,0,Units,2015_100,2015=100,91.545,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q2,Q2-2012,IDX,Index,0,Units,2015_100,2015=100,91.326,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q3,Q3-2012,IDX,Index,0,Units,2015_100,2015=100,92.291,,
2,Large regions,US02,Alaska (USA),RHPI,House Price Index,VINTAGE_EXISTING,Existing,DWELLINGS_SINGLE_F,Single-Family,IXOB,Index publication base,Q,Quarterly,2012-Q4,Q4-2012,IDX,Index,0,Units,2015_100,2015=100,92.996,,
