"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1979-Q3","Q3-1979","IDX","Index","0","Units","2015_100","2015=100",35.627,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1979-Q4","Q4-1979","IDX","Index","0","Units","2015_100","2015=100",37.828,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1980-Q1","Q1-1980","IDX","Index","0","Units","2015_100","2015=100",35.039,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1980-Q2","Q2-1980","IDX","Index","0","Units","2015_100","2015=100",36.128,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1980-Q3","Q3-1980","IDX","Index","0","Units","2015_100","2015=100",38.542,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1980-Q4","Q4-1980","IDX","Index","0","Units","2015_100","2015=100",38.185,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1981-Q1","Q1-1981","IDX","Index","0","Units","2015_100","2015=100",36.962,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1981-Q2","Q2-1981","IDX","Index","0","Units","2015_100","2015=100",38.241,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1981-Q3","Q3-1981","IDX","Index","0","Units","2015_100","2015=100",39.397,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1981-Q4","Q4-1981","IDX","Index","0","Units","2015_100","2015=100",37.411,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1982-Q1","Q1-1982","IDX","Index","0","Units","2015_100","2015=100",38.29,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1982-Q2","Q2-1982","IDX","Index","0","Units","2015_100","2015=100",37.544,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1982-Q3","Q3-1982","IDX","Index","0","Units","2015_100","2015=100",37.754,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1982-Q4","Q4-1982","IDX","Index","0","Units","2015_100","2015=100",40.508,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1983-Q1","Q1-1983","IDX","Index","0","Units","2015_100","2015=100",40.193,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1983-Q2","Q2-1983","IDX","Index","0","Units","2015_100","2015=100",40.137,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1983-Q3","Q3-1983","IDX","Index","0","Units","2015_100","2015=100",40.967,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1983-Q4","Q4-1983","IDX","Index","0","Units","2015_100","2015=100",39.86,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1984-Q1","Q1-1984","IDX","Index","0","Units","2015_100","2015=100",43.322,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1984-Q2","Q2-1984","IDX","Index","0","Units","2015_100","2015=100",42.144,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1984-Q3","Q3-1984","IDX","Index","0","Units","2015_100","2015=100",43.742,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1984-Q4","Q4-1984","IDX","Index","0","Units","2015_100","2015=100",42.53,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1985-Q1","Q1-1985","IDX","Index","0","Units","2015_100","2015=100",42.582,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1985-Q2","Q2-1985","IDX","Index","0","Units","2015_100","2015=100",43.7,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1985-Q3","Q3-1985","IDX","Index","0","Units","2015_100","2015=100",44.674,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1985-Q4","Q4-1985","IDX","Index","0","Units","2015_100","2015=100",44.996,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1986-Q1","Q1-1986","IDX","Index","0","Units","2015_100","2015=100",45.42,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1986-Q2","Q2-1986","IDX","Index","0","Units","2015_100","2015=100",46.247,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1986-Q3","Q3-1986","IDX","Index","0","Units","2015_100","2015=100",46.79,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1986-Q4","Q4-1986","IDX","Index","0","Units","2015_100","2015=100",47.677,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1987-Q1","Q1-1987","IDX","Index","0","Units","2015_100","2015=100",48.42,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1987-Q2","Q2-1987","IDX","Index","0","Units","2015_100","2015=100",48.788,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1987-Q3","Q3-1987","IDX","Index","0","Units","2015_100","2015=100",48.994,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1987-Q4","Q4-1987","IDX","Index","0","Units","2015_100","2015=100",48.518,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1988-Q1","Q1-1988","IDX","Index","0","Units","2015_100","2015=100",49.807,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1988-Q2","Q2-1988","IDX","Index","0","Units","2015_100","2015=100",50.168,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1988-Q3","Q3-1988","IDX","Index","0","Units","2015_100","2015=100",50.046,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1988-Q4","Q4-1988","IDX","Index","0","Units","2015_100","2015=100",49.569,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1989-Q1","Q1-1989","IDX","Index","0","Units","2015_100","2015=100",49.615,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1989-Q2","Q2-1989","IDX","Index","0","Units","2015_100","2015=100",50.284,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1989-Q3","Q3-1989","IDX","Index","0","Units","2015_100","2015=100",51.041,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1989-Q4","Q4-1989","IDX","Index","0","Units","2015_100","2015=100",51.416,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1990-Q1","Q1-1990","IDX","Index","0","Units","2015_100","2015=100",51.023,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1990-Q2","Q2-1990","IDX","Index","0","Units","2015_100","2015=100",51.447,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1990-Q3","Q3-1990","IDX","Index","0","Units","2015_100","2015=100",51.654,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1990-Q4","Q4-1990","IDX","Index","0","Units","2015_100","2015=100",51.71,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2015_100","2015=100",52.158,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2015_100","2015=100",52.929,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2015_100","2015=100",53.224,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2015_100","2015=100",54.085,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2015_100","2015=100",54.534,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2015_100","2015=100",54.59,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1992-Q3","Q3-1992","IDX","Index","0","Units","2015_100","2015=100",55.627,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1992-Q4","Q4-1992","IDX","Index","0","Units","2015_100","2015=100",56.104,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1993-Q1","Q1-1993","IDX","Index","0","Units","2015_100","2015=100",56.479,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1993-Q2","Q2-1993","IDX","Index","0","Units","2015_100","2015=100",57.085,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1993-Q3","Q3-1993","IDX","Index","0","Units","2015_100","2015=100",58.101,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2015_100","2015=100",58.616,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2015_100","2015=100",58.998,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2015_100","2015=100",59.709,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2015_100","2015=100",59.965,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2015_100","2015=100",60.014,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2015_100","2015=100",60.561,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2015_100","2015=100",61.773,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2015_100","2015=100",62.744,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2015_100","2015=100",63.227,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2015_100","2015=100",64.334,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2015_100","2015=100",64.331,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2015_100","2015=100",64.45,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2015_100","2015=100",65.207,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2015_100","2015=100",65.95,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2015_100","2015=100",66.388,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2015_100","2015=100",67.407,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2015_100","2015=100",68.29,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2015_100","2015=100",69.415,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2015_100","2015=100",69.944,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2015_100","2015=100",70.708,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2015_100","2015=100",71.594,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2015_100","2015=100",71.826,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2015_100","2015=100",72.12,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2015_100","2015=100",72.246,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2015_100","2015=100",72.807,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2015_100","2015=100",73.069,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2015_100","2015=100",73.679,,
"2","Large regions","US01","Alabama (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2015_100","2015=100",74.254,,
